"编号","开始答题时间","结束答题时间","答题时长","地理位置国家和地区","地理位置省","地理位置市","自定义字段","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:汪顺","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:陈艾森","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:樊振东","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:Tom Daley","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:苏炳添","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:马龙","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:郑思维","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:杨健","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:吕小军","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:刘浩 /郑鹏飞","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:安昌林","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:谢震业","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:刘洋","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:徐嘉余","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:杨皓然","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:Micah Christenson","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:邓志伟","1.男同志奥运梦中情人评选（随机排序，每人最多选5人）:盛李豪","2.您的角色认同是","3.您是否认同自己是“熊”族",
"103","13-Aug-2021 10:09:37","13-Aug-2021 10:10:10","33","中国","上海市","上海市","","A.汪顺","","","","","","G.郑思维","H.杨健","","","","L.谢震业","","N.徐嘉余","","","","","C.Vers","B.不是",
"102","13-Aug-2021 10:09:36","13-Aug-2021 10:10:01","25","美国","位置未知","","","A.汪顺","B.陈艾森","","","","F.马龙","","","","","","","","N.徐嘉余","","P.Micah Christenson","","","A.Top","B.不是",
"101","13-Aug-2021 10:08:32","13-Aug-2021 10:09:34","62","美国","位置未知","","","A.汪顺","B.陈艾森","","","","","","","","J.刘浩 /郑鹏飞","","","","","","","","","D.Vers Bottom","B.不是",
"100","13-Aug-2021 10:08:43","13-Aug-2021 10:09:07","24","美国","位置未知","","","A.汪顺","","","D.Tom Daley","","","","","","","K.安昌林","","","","","","","","A.Top","A.是",
"99","13-Aug-2021 10:07:26","13-Aug-2021 10:08:08","42","中国","浙江省","湖州市","","A.汪顺","","","D.Tom Daley","","","","","","J.刘浩 /郑鹏飞","","","","","","P.Micah Christenson","","","F.我不认同角色划分","B.不是",
"98","13-Aug-2021 10:07:41","13-Aug-2021 10:07:59","18","中国","北京市","北京市","","A.汪顺","B.陈艾森","C.樊振东","","","","","","","","","","","","","","","","E.Bottom","B.不是",
"97","13-Aug-2021 10:05:09","13-Aug-2021 10:07:41","152","美国","位置未知","","","","","","","","","G.郑思维","","","J.刘浩 /郑鹏飞","","","","","","P.Micah Christenson","","","C.Vers","B.不是",
"96","13-Aug-2021 10:05:36","13-Aug-2021 10:06:18","42","中国","重庆市","重庆市","","","","","","E.苏炳添","F.马龙","","","I.吕小军","J.刘浩 /郑鹏飞","","L.谢震业","","","","","","","A.Top","B.不是",
"95","13-Aug-2021 10:05:28","13-Aug-2021 10:05:52","24","中国","上海市","上海市","","","","","","","","","H.杨健","","","","","","","","","","","E.Bottom","B.不是",
"94","13-Aug-2021 10:04:23","13-Aug-2021 10:04:34","11","新加坡","位置未知","","","","","","","","","","","","J.刘浩 /郑鹏飞","","","","","","","","","E.Bottom","B.不是",
"93","13-Aug-2021 10:03:58","13-Aug-2021 10:04:29","31","中国","河北省","石家庄市","","A.汪顺","B.陈艾森","C.樊振东","","","F.马龙","","","","","","","","","","","","","F.我不认同角色划分","B.不是",
"92","13-Aug-2021 10:03:25","13-Aug-2021 10:03:50","25","美国","位置未知","","","","","","","","","","","","","","","","","","","Q.邓志伟","","A.Top","B.不是",
"91","13-Aug-2021 10:02:56","13-Aug-2021 10:03:48","52","中国","湖北省","武汉市","","","","C.樊振东","D.Tom Daley","E.苏炳添","","","","","","","","","","","","","","B.Vers Top","B.不是",
"90","13-Aug-2021 10:01:44","13-Aug-2021 10:02:58","74","美国","位置未知","","","","","","","","F.马龙","","","","","","","","","","","","","C.Vers","B.不是",
"89","13-Aug-2021 10:01:42","13-Aug-2021 10:02:47","65","美国","位置未知","","","A.汪顺","B.陈艾森","","","","","","","","","K.安昌林","","","","","","","","C.Vers","B.不是",
"88","13-Aug-2021 10:01:42","13-Aug-2021 10:02:14","32","美国","位置未知","","","A.汪顺","","","","","F.马龙","","","","","","","","N.徐嘉余","","","","","E.Bottom","B.不是",
"87","13-Aug-2021 10:01:34","13-Aug-2021 10:02:04","30","美国","位置未知","","","","","C.樊振东","","","","G.郑思维","","","","","","","","","","","R.盛李豪","B.Vers Top","B.不是",
"86","13-Aug-2021 10:00:58","13-Aug-2021 10:01:25","27","美国","位置未知","","","A.汪顺","B.陈艾森","","","","","G.郑思维","","","","K.安昌林","","","","","P.Micah Christenson","","","B.Vers Top","B.不是",
"85","13-Aug-2021 10:00:47","13-Aug-2021 10:01:19","32","美国","位置未知","","","A.汪顺","B.陈艾森","","","","F.马龙","G.郑思维","","","J.刘浩 /郑鹏飞","","","","","","","","","D.Vers Bottom","B.不是",
"84","13-Aug-2021 10:00:58","13-Aug-2021 10:01:16","18","美国","位置未知","","","A.汪顺","","","","","","","","","","","","","","","","","","F.我不认同角色划分","B.不是",
"83","13-Aug-2021 10:00:24","13-Aug-2021 10:00:47","23","中国","上海市","上海市","","","","","D.Tom Daley","E.苏炳添","F.马龙","","","I.吕小军","","","","","","","","","","B.Vers Top","A.是",
"82","13-Aug-2021 10:00:03","13-Aug-2021 10:00:28","25","中国","北京市","北京市","","","","C.樊振东","","","F.马龙","","","","","","","","","","","","","E.Bottom","B.不是",
"81","13-Aug-2021 10:00:12","13-Aug-2021 10:00:25","13","新加坡","位置未知","","","A.汪顺","","","","","","","","","","","","","","","","","","C.Vers","B.不是",
"80","13-Aug-2021 09:59:35","13-Aug-2021 10:00:01","26","中国","上海市","上海市","","A.汪顺","","C.樊振东","","E.苏炳添","","","","","","K.安昌林","","","","","","","","F.我不认同角色划分","A.是",
"79","13-Aug-2021 09:59:39","13-Aug-2021 09:59:59","20","美国","位置未知","","","","B.陈艾森","","","","","","","","","","","","","","","","","C.Vers","B.不是",
"78","13-Aug-2021 09:58:44","13-Aug-2021 09:59:29","45","中国","北京市","北京市","","","","","","","","","","","","","","","N.徐嘉余","","P.Micah Christenson","","","A.Top","B.不是",
"77","13-Aug-2021 09:57:49","13-Aug-2021 09:58:34","45","美国","位置未知","","","A.汪顺","","","","","","G.郑思维","H.杨健","","J.刘浩 /郑鹏飞","","","","N.徐嘉余","","","","","F.我不认同角色划分","B.不是",
"76","13-Aug-2021 09:57:21","13-Aug-2021 09:58:01","40","中国","上海市","上海市","","A.汪顺","","","","E.苏炳添","F.马龙","G.郑思维","","","","","","","N.徐嘉余","","","","","F.我不认同角色划分","B.不是",
"75","13-Aug-2021 09:57:27","13-Aug-2021 09:57:53","26","中国","海南省","海口市","","A.汪顺","B.陈艾森","","D.Tom Daley","","","","H.杨健","","","","","","N.徐嘉余","","","","","F.我不认同角色划分","B.不是",
"74","13-Aug-2021 09:56:36","13-Aug-2021 09:56:54","18","中国","上海市","上海市","","","","","D.Tom Daley","","","","","","","","","","N.徐嘉余","","","","","C.Vers","B.不是",
"73","13-Aug-2021 09:55:42","13-Aug-2021 09:56:18","36","中国","湖南省","长沙市","","A.汪顺","B.陈艾森","","D.Tom Daley","","","","","","","","","","","","","","","F.我不认同角色划分","B.不是",
"72","13-Aug-2021 09:54:59","13-Aug-2021 09:55:38","39","中国","河北省","邯郸市","","A.汪顺","","C.樊振东","","","","","","","","","","","","","","","","E.Bottom","B.不是",
"71","13-Aug-2021 09:54:43","13-Aug-2021 09:55:11","28","中国","山东省","德州市","","","B.陈艾森","","D.Tom Daley","","","","","","","","","","","","","","","D.Vers Bottom","B.不是",
"70","13-Aug-2021 09:53:30","13-Aug-2021 09:54:27","57","美国","位置未知","","","","","","D.Tom Daley","","F.马龙","","","","","","","","","","","","","D.Vers Bottom","A.是",
"69","13-Aug-2021 09:53:30","13-Aug-2021 09:53:59","29","中国","安徽省","阜阳市","","A.汪顺","","","","","","","","","","","","","","","","","","F.我不认同角色划分","B.不是",
"68","13-Aug-2021 09:51:56","13-Aug-2021 09:52:21","25","美国","位置未知","","","","B.陈艾森","","","","F.马龙","","","","","","L.谢震业","","","","","","","F.我不认同角色划分","B.不是",
"67","13-Aug-2021 09:51:02","13-Aug-2021 09:52:18","76","加拿大","位置未知","","","A.汪顺","B.陈艾森","","D.Tom Daley","E.苏炳添","","","","","J.刘浩 /郑鹏飞","","","","","","","","","C.Vers","B.不是",
"66","13-Aug-2021 09:51:26","13-Aug-2021 09:52:03","37","中国","上海市","上海市","","A.汪顺","B.陈艾森","","","","F.马龙","","H.杨健","","","","","","","","P.Micah Christenson","","","E.Bottom","B.不是",
"65","13-Aug-2021 09:51:26","13-Aug-2021 09:51:46","20","中国","上海市","上海市","","","B.陈艾森","C.樊振东","","","","G.郑思维","","","","","","","","","","","","D.Vers Bottom","B.不是",
"64","13-Aug-2021 09:50:21","13-Aug-2021 09:51:43","82","中国","广东省","广州市","","A.汪顺","B.陈艾森","","D.Tom Daley","","","G.郑思维","","","","","","","N.徐嘉余","","","","","C.Vers","B.不是",
"63","13-Aug-2021 09:50:47","13-Aug-2021 09:51:20","33","中国","山东省","淄博市","","A.汪顺","","","D.Tom Daley","","","","","","J.刘浩 /郑鹏飞","K.安昌林","","","","","","","","C.Vers","B.不是",
"62","13-Aug-2021 09:48:01","13-Aug-2021 09:49:38","97","加拿大","位置未知","","","A.汪顺","B.陈艾森","","","E.苏炳添","F.马龙","G.郑思维","","","","","","","","","","","","A.Top","B.不是",
"61","13-Aug-2021 09:49:12","13-Aug-2021 09:49:35","23","美国","位置未知","","","","","","","","","","","","","","","","","","","Q.邓志伟","","D.Vers Bottom","B.不是",
"60","13-Aug-2021 09:48:47","13-Aug-2021 09:49:18","31","美国","位置未知","","","A.汪顺","B.陈艾森","","","","F.马龙","","","","","","","","","","","","","A.Top","B.不是",
"59","13-Aug-2021 09:48:02","13-Aug-2021 09:48:50","48","美国","位置未知","","","","B.陈艾森","","","E.苏炳添","","","","","","","","","N.徐嘉余","O.杨皓然","","","R.盛李豪","E.Bottom","B.不是",
"58","13-Aug-2021 09:48:19","13-Aug-2021 09:48:44","25","加拿大","位置未知","","","","B.陈艾森","","","","","","","","","","","","","","","","","B.Vers Top","B.不是",
"57","13-Aug-2021 09:47:13","13-Aug-2021 09:47:52","39","中国","陕西省","西安市","","A.汪顺","","","","","F.马龙","","","","","K.安昌林","","","","","P.Micah Christenson","","","F.我不认同角色划分","B.不是",
"56","13-Aug-2021 09:46:59","13-Aug-2021 09:47:27","28","中国","四川省","德阳市","","A.汪顺","B.陈艾森","C.樊振东","D.Tom Daley","","","","","","","K.安昌林","","","","","","","","F.我不认同角色划分","B.不是",
"55","13-Aug-2021 09:46:55","13-Aug-2021 09:47:11","16","中国","陕西省","西安市","","A.汪顺","B.陈艾森","","","","F.马龙","","","","","","","","","","","","","F.我不认同角色划分","B.不是",
"54","13-Aug-2021 09:46:30","13-Aug-2021 09:47:06","36","中国","广东省","","","A.汪顺","B.陈艾森","C.樊振东","D.Tom Daley","E.苏炳添","","","","","","","","","","","","","","D.Vers Bottom","B.不是",
"53","13-Aug-2021 09:45:58","13-Aug-2021 09:46:49","51","中国","上海市","上海市","","A.汪顺","B.陈艾森","","","","","","","","J.刘浩 /郑鹏飞","","","","N.徐嘉余","","","","","F.我不认同角色划分","B.不是",
"52","13-Aug-2021 09:45:31","13-Aug-2021 09:46:27","56","美国","位置未知","","","A.汪顺","B.陈艾森","","","","F.马龙","","","","J.刘浩 /郑鹏飞","K.安昌林","","","","","","","","F.我不认同角色划分","B.不是",
"51","13-Aug-2021 09:46:10","13-Aug-2021 09:46:25","15","美国","位置未知","","","","","","","","","","","","J.刘浩 /郑鹏飞","","","","","","","","","A.Top","B.不是",
"50","13-Aug-2021 09:45:35","13-Aug-2021 09:45:59","24","美国","位置未知","","","","B.陈艾森","C.樊振东","","","","","","","","K.安昌林","","","","","","","","C.Vers","B.不是",
"49","13-Aug-2021 09:43:58","13-Aug-2021 09:45:15","77","美国","位置未知","","","","","","","","","","","","","K.安昌林","","","","","","","","B.Vers Top","A.是",
"48","13-Aug-2021 09:44:02","13-Aug-2021 09:44:46","44","美国","位置未知","","","","B.陈艾森","","D.Tom Daley","","F.马龙","","","","","K.安昌林","","","N.徐嘉余","","","","","D.Vers Bottom","B.不是",
"47","13-Aug-2021 09:44:08","13-Aug-2021 09:44:43","35","美国","位置未知","","","","B.陈艾森","C.樊振东","","","","","","","","","","","","","","","","E.Bottom","B.不是",
"46","13-Aug-2021 09:44:22","13-Aug-2021 09:44:40","18","中国","北京市","北京市","","A.汪顺","","","","E.苏炳添","","","","I.吕小军","","","","","","","","","","A.Top","B.不是",
"45","13-Aug-2021 09:44:07","13-Aug-2021 09:44:21","14","中国","广东省","广州市","","A.汪顺","","","","","","","","","","K.安昌林","","","","","","","","C.Vers","B.不是",
"44","13-Aug-2021 09:43:56","13-Aug-2021 09:44:18","22","美国","位置未知","","","","","","","","F.马龙","","","","","","","","","","","","","C.Vers","B.不是",
"43","13-Aug-2021 09:43:19","13-Aug-2021 09:43:44","25","美国","位置未知","","","A.汪顺","","","","","F.马龙","G.郑思维","","","","","","","","","","","","F.我不认同角色划分","B.不是",
"42","13-Aug-2021 09:42:50","13-Aug-2021 09:43:03","13","中国","安徽省","淮南市","","","","","D.Tom Daley","","","","","","","","","","","","","","","E.Bottom","B.不是",
"41","13-Aug-2021 09:41:11","13-Aug-2021 09:41:42","31","中国","上海市","上海市","","","","","","","","","","I.吕小军","J.刘浩 /郑鹏飞","","L.谢震业","","","","","","","D.Vers Bottom","B.不是",
"40","13-Aug-2021 09:41:06","13-Aug-2021 09:41:33","27","中国","四川省","成都市","","A.汪顺","B.陈艾森","","D.Tom Daley","","","","","","","","","","","","","","","B.Vers Top","A.是",
"39","13-Aug-2021 09:40:49","13-Aug-2021 09:41:21","32","中国","上海市","上海市","","","B.陈艾森","","","","","","","","J.刘浩 /郑鹏飞","","","","N.徐嘉余","","","","","B.Vers Top","B.不是",
"38","13-Aug-2021 09:40:16","13-Aug-2021 09:41:17","61","中国","河南省","南阳市","","","B.陈艾森","C.樊振东","","","","","","","","K.安昌林","","","","O.杨皓然","","","","E.Bottom","B.不是",
"37","13-Aug-2021 09:40:14","13-Aug-2021 09:40:37","23","中国","湖南省","张家界市","","","","","","","F.马龙","G.郑思维","","","","","","","","","","","","C.Vers","B.不是",
"36","13-Aug-2021 09:39:50","13-Aug-2021 09:40:23","33","中国","上海市","上海市","","A.汪顺","B.陈艾森","C.樊振东","D.Tom Daley","","","","","","","K.安昌林","","","","","","","","B.Vers Top","B.不是",
"35","13-Aug-2021 09:39:42","13-Aug-2021 09:40:03","21","美国","位置未知","","","","B.陈艾森","","","","","G.郑思维","","","","","","","","","","","","B.Vers Top","B.不是",
"34","13-Aug-2021 09:39:38","13-Aug-2021 09:40:00","22","中国","广东省","汕头市","","A.汪顺","B.陈艾森","","","","F.马龙","G.郑思维","","","","","L.谢震业","","","","","","","D.Vers Bottom","B.不是",
"33","13-Aug-2021 09:39:00","13-Aug-2021 09:39:29","29","美国","位置未知","","","","B.陈艾森","","","","","G.郑思维","","","","","","","N.徐嘉余","","","","","D.Vers Bottom","B.不是",
"32","13-Aug-2021 09:39:07","13-Aug-2021 09:39:22","15","中国","山东省","","","","","C.樊振东","","","","","","","","","","","","","","","","C.Vers","B.不是",
"31","13-Aug-2021 09:38:22","13-Aug-2021 09:39:15","53","中国","陕西省","西安市","","","","","","","F.马龙","","","","","","","","","","","","","F.我不认同角色划分","B.不是",
"30","13-Aug-2021 09:37:31","13-Aug-2021 09:38:56","85","美国","位置未知","","","A.汪顺","B.陈艾森","C.樊振东","","","F.马龙","","","","","K.安昌林","","","","","","","","D.Vers Bottom","B.不是",
"29","13-Aug-2021 09:37:57","13-Aug-2021 09:38:19","22","中国","上海市","上海市","","A.汪顺","","","","","","","","","","K.安昌林","","","N.徐嘉余","","","","","C.Vers","B.不是",
"28","13-Aug-2021 09:37:24","13-Aug-2021 09:37:46","22","美国","位置未知","","","A.汪顺","B.陈艾森","","","","","","","","","","","","","","","","","E.Bottom","B.不是",
"27","13-Aug-2021 09:36:55","13-Aug-2021 09:37:44","49","中国","浙江省","温州市","","A.汪顺","","C.樊振东","","","","","","","","K.安昌林","","","","","P.Micah Christenson","","","E.Bottom","B.不是",
"26","13-Aug-2021 09:36:48","13-Aug-2021 09:37:32","44","美国","位置未知","","","","B.陈艾森","","","","F.马龙","G.郑思维","","","","K.安昌林","","","","","","","","A.Top","B.不是",
"25","13-Aug-2021 09:37:03","13-Aug-2021 09:37:25","22","中国","广东省","广州市","","A.汪顺","B.陈艾森","C.樊振东","","","","","","","","","","","","","","","","D.Vers Bottom","B.不是",
"24","13-Aug-2021 09:36:21","13-Aug-2021 09:37:24","63","美国","位置未知","","","A.汪顺","","C.樊振东","","","F.马龙","","","","","K.安昌林","","","","","","","","F.我不认同角色划分","B.不是",
"23","13-Aug-2021 09:36:29","13-Aug-2021 09:37:06","37","中国","四川省","成都市","","A.汪顺","","","","E.苏炳添","","","","","J.刘浩 /郑鹏飞","","","","","","","","","E.Bottom","B.不是",
"22","13-Aug-2021 09:33:53","13-Aug-2021 09:36:32","159","中国","北京市","北京市","","","","","","","F.马龙","","","","","","","","","","","","","D.Vers Bottom","B.不是",
"21","13-Aug-2021 09:35:14","13-Aug-2021 09:36:31","77","澳大利亚","位置未知","","","","B.陈艾森","","","","","","","","","","","","","","","","","B.Vers Top","B.不是",
"20","13-Aug-2021 09:35:58","13-Aug-2021 09:36:13","15","美国","位置未知","","","","","","","","","","","","","K.安昌林","","","","","","","","E.Bottom","B.不是",
"19","13-Aug-2021 09:35:23","13-Aug-2021 09:36:02","39","美国","位置未知","","","","","","","","","","","","J.刘浩 /郑鹏飞","","","","","","","","","C.Vers","B.不是",
"18","13-Aug-2021 09:35:13","13-Aug-2021 09:35:53","40","加拿大","位置未知","","","A.汪顺","","","D.Tom Daley","","F.马龙","","","","","K.安昌林","","","","","","","","D.Vers Bottom","B.不是",
"17","13-Aug-2021 09:34:54","13-Aug-2021 09:35:30","36","中国","四川省","成都市","","A.汪顺","","","","E.苏炳添","","","","","","","","","","","","","","D.Vers Bottom","B.不是",
"16","13-Aug-2021 09:34:19","13-Aug-2021 09:35:24","65","中国","辽宁省","大连市","","A.汪顺","B.陈艾森","","","","F.马龙","","","I.吕小军","","","L.谢震业","","","","","","","E.Bottom","B.不是",
"15","13-Aug-2021 09:34:36","13-Aug-2021 09:34:57","21","中国","广东省","广州市","","","","","","","","","","","","K.安昌林","","","","","","","","A.Top","A.是",
"14","13-Aug-2021 09:34:21","13-Aug-2021 09:34:37","16","美国","位置未知","","","","","","","","","","","","","K.安昌林","","","","","","","","C.Vers","B.不是",
"13","13-Aug-2021 09:34:02","13-Aug-2021 09:34:29","27","美国","位置未知","","","","","C.樊振东","","","","","","","","K.安昌林","","","","","","","","A.Top","B.不是",
"12","13-Aug-2021 09:33:29","13-Aug-2021 09:34:27","58","中国","上海市","上海市","","","B.陈艾森","","D.Tom Daley","E.苏炳添","F.马龙","","","","","","","","","","","","","B.Vers Top","B.不是",
"11","13-Aug-2021 09:33:45","13-Aug-2021 09:34:11","26","美国","位置未知","","","","","","","","","","","","","K.安昌林","","","","","","Q.邓志伟","","E.Bottom","B.不是",
"10","13-Aug-2021 09:33:40","13-Aug-2021 09:34:07","27","中国","安徽省","淮北市","","A.汪顺","","C.樊振东","D.Tom Daley","E.苏炳添","F.马龙","","","","","","","","","","","","","A.Top","B.不是",
"9","13-Aug-2021 09:33:40","13-Aug-2021 09:33:52","12","美国","位置未知","","","","","","","","F.马龙","","","","","","","","","","","","","B.Vers Top","B.不是",
"8","13-Aug-2021 09:33:28","13-Aug-2021 09:33:43","15","中国","河北省","张家口市","","A.汪顺","","","D.Tom Daley","","","","","","","","","","","","P.Micah Christenson","","","B.Vers Top","B.不是",
"7","13-Aug-2021 09:33:28","13-Aug-2021 09:33:42","14","中国","北京市","北京市","","","","","","","F.马龙","","","","","","","","","","","","","A.Top","B.不是",
"6","13-Aug-2021 09:32:57","13-Aug-2021 09:33:18","21","中国","广东省","惠州市","","A.汪顺","B.陈艾森","","","E.苏炳添","","","","","","","","","","","","","","C.Vers","B.不是",
"5","13-Aug-2021 09:32:49","13-Aug-2021 09:33:03","14","中国","广东省","广州市","","A.汪顺","","","","","","","","","","","","","","","","","","B.Vers Top","B.不是",
"4","13-Aug-2021 09:32:13","13-Aug-2021 09:32:42","29","中国","甘肃省","兰州市","","A.汪顺","B.陈艾森","C.樊振东","","","","G.郑思维","","","","","","M.刘洋","","","","","","C.Vers","B.不是",
"3","13-Aug-2021 09:31:56","13-Aug-2021 09:32:20","24","中国","湖南省","衡阳市","","","","","D.Tom Daley","","","","","","","K.安昌林","","","","","","","","D.Vers Bottom","A.是",
"2","13-Aug-2021 09:31:24","13-Aug-2021 09:32:15","51","美国","位置未知","","","A.汪顺","","","","","F.马龙","G.郑思维","","","","K.安昌林","","","N.徐嘉余","","","","","D.Vers Bottom","B.不是",
"1","13-Aug-2021 09:01:41","13-Aug-2021 09:02:56","75","加拿大","位置未知","","","A.汪顺","","","","E.苏炳添","","G.郑思维","","","J.刘浩 /郑鹏飞","","","","","","P.Micah Christenson","","","E.Bottom","B.不是",
